finished	medkorrekt	hpo_id	hpo_label	definition	MANUAL PREFERED LABEL	MANUAL PREFERRED DEFINITION	OFFICIAL COMMENT	chemical_phenotype	correct_pattern	KM review	defined_class	defined_class_name	anatomical_entity	anatomical_entity_label	location	biological_process	biological_process_label	chemical_entity	chemical_entity_label	role	role_label	add_definitions	add_synonym	curator_comment	time
to do	ignore	HP:0034660	Elevated urine 2-methylacetoacetic acid level	Amount of 2-methylacetoacetic acid in the urine above upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034660				 UBERON:0001088										
to do	ignore	HP:0034661	Elevated urine 3-hydroxypropionic acid level	Amount of 3-hydroxypropionic acid in the urine above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034661				 UBERON:0001088										
to do	ignore	HP:0034663	Elevated urine 4-hydroxyisovaleric acid level	Amount of 4-hydroxyisovaleric acid in urine above upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034663				 UBERON:0001088										
to do	ignore	HP:0034742	Elevated urinary formiminoglutamic acid level	The concentration of formiminoglutamic acid in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034742				 UBERON:0001088										
to do	ignore	HP:0034744	Elevated urinary S-sulfocysteine level	Level of S-sulfocysteine high in urine above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034744				 UBERON:0001088										
to do	ignore	HP:0034871	Decreased urinary epinephrine level	The concentration of epinephrine in the urine, normalized for urine concentration, is below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0034871				 UBERON:0001088										
to do	ignore	HP:0034875	Decreased urinary norepinephrine level	The concentration of norepinephrine in the urine, normalized for urine concentration, is below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0034875				 UBERON:0001088										
to do	ignore	HP:0034876	Decreased urinary metaepinephrine level	The concentration of metanephrine in the urine, normalized for urine concentration, is below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0034876				 UBERON:0001088										
to do	ignore	HP:0034885	Abnormal urinary uromodulin level	The concentration of uromodulin (also known as Tamm Horsfall protein) in the urine, normalized for usine concentration, is outside the limits of normal.				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0034885				 UBERON:0001088										
to do	ignore	HP:0034886	Decreased urinary uromodulin level	The concentration of uromodulin (also known as Tamm Horsfall protein) in the urine, normalized for urine concentration, is below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0034886				 UBERON:0001088										
to do	ignore	HP:0034887	Increased urine phenylacetylglutamine level	The concentration of phenylacetylglutamine in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034887				 UBERON:0001088										
to do	ignore	HP:0034888	Decreased urine guanidinoacetic acid level	The concentration of guanidinoacetic acid in the urine, normalized for urine concentration, is below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0034888				 UBERON:0001088										
to do	ignore	HP:0034906	Increased urine pentacarboxylporphyrin level	Concentration of pentacarboxylporphyrin in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034906				 UBERON:0001088										
to do	ignore	HP:0034907	Increased urine hexacarboxylporphyrin level	Concentration of hexacarboxylporphyrin in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0034907				 UBERON:0001088										
to do	ignore	HP:0034960	Elevated urine 3,6-epoxydicarboxylic acid level	The concentration of 3,6-epoxydicarboxylic acid in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0034960				 UBERON:0001088										
to do	ignore	HP:0040144	L-2-hydroxyglutaric aciduria	An increase in the level of L-2-hydroxyglutaric acid in the urine.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	OK	HP:0040144				 UBERON:0001088			CHEBI_32797	(S)-2-hydroxyglutaric acid						
done	ignore	HP:0040155	Elevated urinary 3-hydroxybutyric acid	An increased amount of 3-hydroxybutyric acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0040155				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_20067	3-hydroxybutyric acid						
done	ignore	HP:0040156	Elevated urinary carboxylic acid	An increased amount of carboxylic acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0040156				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_33575	carboxylic acid						
done	ignore	HP:0040301	Increased urinary glycerol	An increased concentration of glycerol in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0040301				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_17754	glycerol						
to do	ignore	HP:0040416	Abnormal urinary nitrogen compound level	The amount of a nitrogen compound in the urine, normalized for urine concentration, is outside of normal limits.				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0040416				 UBERON:0001088										
to do	ignore	HP:0040417	Decreased urinary biopterin level	The amount of biopterin in the urine, normalized for urine concentration, is below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0040417				 UBERON:0001088										
to do	ignore	HP:0040418	Abnormal urine guanidinoacetic acid level	The concentration of guanidinoacetic acid in the urine, normalized for urine concentration, is outside normal limits.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0040418				 UBERON:0001088										
to do	ignore	HP:0040419	Elevated urine guanidinoacetic acid level	The concentration of guanidinoacetic acid in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0040419				 UBERON:0001088										
to do	ignore	HP:0040420	Decreased urinary neopterin level	The amount of neopterin in the urine, normalized for urine concentration, is below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0040420				 UBERON:0001088										
to do	ignore	HP:0040421	Abnormal urinary inosine level	The amount of inosine in the urine, normalized for urine concentration, is outside the limits of normal.				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0040421				 UBERON:0001088										
to do	ignore	HP:0040422	Elevated urinary inosine level	The amount of inosine in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0040422				 UBERON:0001088										
to do	ignore	HP:0040423	Abnormal urinary guanosine level	The amount of guanosine in the urine, normalized for urine concentration, is outside the limits of normal.				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0040423				 UBERON:0001088										
to do	ignore	HP:0040424	Elevated urinary guanosine level	The amount of guanosine in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0040424				 UBERON:0001088										
done	ignore	HP:0040425	Abnormal urinary hypoxanthine level	The concentration of hypoxanthine in the urine, normalized for urine concentration, is outside of normal limits.				Yes	abnormalLevelOfChemicalEntityInLocation	Ok	HP:0040425				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_17368	hypoxanthine						
done	ignore	HP:0040426	Decreased urinary hypoxanthine level	The concentration of hypoxanthine in the urine, normalized for urine concentration, is below the lower limit of normal.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0040426				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_17368	hypoxanthine						
to do	ignore	HP:0045011	Decreased urine bicarbonate concentration	Abnormally decreased concentration of hydrogencarbonate in the urine.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0045011				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_17544	hydrogencarbonate						
done	ignore	HP:0045012	Decreased urinary catecholamine concentration					Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0045012				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_33567	catecholamine						
done	ignore	HP:0045034	Elevated urinary aminoisobutyric acid	An increased amount of 3-aminoisobutyric acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0045034				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_27971	2-aminoisobutyric acid						
done	ignore	HP:0045035	Decreased urinary copper concentration					Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0045035				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_28694	copper atom						
done	ignore	HP:0045036	Abnormal urinary copper concentration					Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0045036				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_28694	copper atom						
to do	ignore	HP:0100586	Sterile pyuria	Patients who routinely have greater than 20 leukocytes per microliter, but have abacterial urine, are said to have sterile pyuria.				Yes	abnormalConcentrationOfChemicalEntityInLocation	? cell count	HP:0100586				 UBERON:0001088										
to do	ignore	HP:0410051	Increased level of 3-hydroxy-3-methylglutaric acid in urine	The concentration of 3-hydroxy-3-methylglutaric acid in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0410051				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_16831	3-hydroxy-3-methylglutaric acid						
to do	ignore	HP:0410055	Decreased level of erythritol in urine	A decrease in the level of erythritol in the urine.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0410055				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_17113	erythritol						
to do	ignore	HP:0410059	Increased level of D-threitol in urine	An increase in the level of D-threitol in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0410059				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_48300	D-threitol						
to do	ignore	HP:0410060	Decreased level of D-mannose in urine	A decrease in the level of D-mannose in the urine.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0410060				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_16024	D-mannose						
to do	ignore	HP:0410062	Increased level of galactitol in urine	An increase in the level of galactitol in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0410062				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_16813	galactitol						
to do	ignore	HP:0410066	Increased level of hippuric acid in urine	An increase in the level of hippuric acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0410066				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_18089	N-benzoylglycine						
to do	ignore	HP:0410067	Increased level of L-fucose in urine	An increase in the level of L-fucose in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0410067				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_18287	L-fucose						
to do	ignore	HP:0410070	Increased level of ribitol in urine	An increase in the level of ribitol in the urine. Ribotol is a crystalline pentose alcohol (C5H12O5) and is a metabolic end product formed by the reduction of ribose.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0410070				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_15963	ribitol						
to do	ignore	HP:0410072	Increased level of ribose in urine	An increase in the level of ribose in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0410072				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_33942	ribose						
to do	ignore	HP:0410074	Increased level of xylitol in urine	An increase in the level of xylitol in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0410074				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_17151	xylitol						
to do	ignore	HP:0410132	Increased level of L-pyroglutamic acid in urine	An increase in the level of L-pyroglutamic acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0410132				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_18183	5-oxo-L-proline						
to do	ignore	HP:0410153	Increased level of methylsuccinic acid in urine	The concentration of methylsuccinic acid in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0410153				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_89843	methylsuccinic acid						
to do	ignore	HP:0410156	Increased level of N-acetylneuraminic acid in urine	An increase in the level of N-acetylneuraminic acid in the urine.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	Ok	HP:0410156				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_17012	N-acetylneuraminic acid						
to do	ignore	HP:0410309	Alpha-aminoadipic aciduria	The concentration of alpha-aminoadipic acid in the urine, normalized for urine concentration, is above the upper limit of normal.				Yes	abnormallyIncreasedLevelOfChemicalEntityInLocation	OK	HP:0410309				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_37024	2-aminoadipic acid						
done	ignore	HP:0410313	Abnormal urinary 1-methylhistidine concentration	Abnormal concentration of 1-methylhistidine in the urine.				Yes	abnormalLevelOfChemicalEntityInLocation	OK	HP:0410313				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_70958	1-methylhistidine						
done	ignore	HP:0410314	Decreased urinary 1-methylhistidine	Decreased concentration of 1-methylhistidine in the urine.				Yes	abnormallyDecreasedLevelOfChemicalEntityInLocation	Ok	HP:0410314				 UBERON:0001088			http://purl.obolibrary.org/obo/CHEBI_70958	1-methylhistidine						
